,Seed,Distance Type,K,Accuracy
0,0,1,9,0.782608695652174
1,0,1,11,0.6956521739130435
2,0,1,13,0.6956521739130435
3,0,1,15,0.6956521739130435
4,0,1,17,0.6521739130434783
5,0,1,19,0.5652173913043478
6,0,1,21,0.6086956521739131
7,0,1,23,0.5652173913043478
8,0,1,25,0.4782608695652174
9,0,1,27,0.5217391304347826
10,0,1,29,0.6086956521739131
11,0,1,31,0.5652173913043478
12,0,1,33,0.6086956521739131
13,0,1,35,0.6086956521739131
14,0,2,9,0.6521739130434783
15,0,2,11,0.6521739130434783
16,0,2,13,0.5217391304347826
17,0,2,15,0.5652173913043478
18,0,2,17,0.6521739130434783
19,0,2,19,0.6956521739130435
20,0,2,21,0.7391304347826086
21,0,2,23,0.782608695652174
22,0,2,25,0.6086956521739131
23,0,2,27,0.6956521739130435
24,0,2,29,0.6521739130434783
25,0,2,31,0.6521739130434783
26,0,2,33,0.6956521739130435
27,0,2,35,0.7391304347826086
28,1,1,9,0.5217391304347826
29,1,1,11,0.391304347826087
30,1,1,13,0.34782608695652173
31,1,1,15,0.34782608695652173
32,1,1,17,0.34782608695652173
33,1,1,19,0.34782608695652173
34,1,1,21,0.34782608695652173
35,1,1,23,0.30434782608695654
36,1,1,25,0.30434782608695654
37,1,1,27,0.34782608695652173
38,1,1,29,0.34782608695652173
39,1,1,31,0.30434782608695654
40,1,1,33,0.391304347826087
41,1,1,35,0.34782608695652173
42,1,2,9,0.4782608695652174
43,1,2,11,0.5652173913043478
44,1,2,13,0.5652173913043478
45,1,2,15,0.6086956521739131
46,1,2,17,0.5652173913043478
47,1,2,19,0.5652173913043478
48,1,2,21,0.6521739130434783
49,1,2,23,0.6521739130434783
50,1,2,25,0.6521739130434783
51,1,2,27,0.6086956521739131
52,1,2,29,0.6086956521739131
53,1,2,31,0.6086956521739131
54,1,2,33,0.6086956521739131
55,1,2,35,0.6521739130434783
56,2,1,9,0.4782608695652174
57,2,1,11,0.6521739130434783
58,2,1,13,0.6086956521739131
59,2,1,15,0.4782608695652174
60,2,1,17,0.391304347826087
61,2,1,19,0.4782608695652174
62,2,1,21,0.391304347826087
63,2,1,23,0.4782608695652174
64,2,1,25,0.5217391304347826
65,2,1,27,0.5217391304347826
66,2,1,29,0.5217391304347826
67,2,1,31,0.5217391304347826
68,2,1,33,0.5217391304347826
69,2,1,35,0.4782608695652174
70,2,2,9,0.43478260869565216
71,2,2,11,0.4782608695652174
72,2,2,13,0.43478260869565216
73,2,2,15,0.43478260869565216
74,2,2,17,0.43478260869565216
75,2,2,19,0.391304347826087
76,2,2,21,0.4782608695652174
77,2,2,23,0.4782608695652174
78,2,2,25,0.5217391304347826
79,2,2,27,0.6086956521739131
80,2,2,29,0.6521739130434783
81,2,2,31,0.6086956521739131
82,2,2,33,0.6086956521739131
83,2,2,35,0.5652173913043478
84,3,1,9,0.6521739130434783
85,3,1,11,0.6956521739130435
86,3,1,13,0.7391304347826086
87,3,1,15,0.6521739130434783
88,3,1,17,0.6521739130434783
89,3,1,19,0.5652173913043478
90,3,1,21,0.6086956521739131
91,3,1,23,0.4782608695652174
92,3,1,25,0.5217391304347826
93,3,1,27,0.5217391304347826
94,3,1,29,0.43478260869565216
95,3,1,31,0.43478260869565216
96,3,1,33,0.43478260869565216
97,3,1,35,0.43478260869565216
98,3,2,9,0.7391304347826086
99,3,2,11,0.6956521739130435
100,3,2,13,0.6521739130434783
101,3,2,15,0.6956521739130435
102,3,2,17,0.6521739130434783
103,3,2,19,0.6956521739130435
104,3,2,21,0.6521739130434783
105,3,2,23,0.6956521739130435
106,3,2,25,0.6521739130434783
107,3,2,27,0.6521739130434783
108,3,2,29,0.6521739130434783
109,3,2,31,0.6521739130434783
110,3,2,33,0.6521739130434783
111,3,2,35,0.6521739130434783
112,4,1,9,0.5217391304347826
113,4,1,11,0.5652173913043478
114,4,1,13,0.4782608695652174
115,4,1,15,0.5217391304347826
116,4,1,17,0.43478260869565216
117,4,1,19,0.34782608695652173
118,4,1,21,0.34782608695652173
119,4,1,23,0.30434782608695654
120,4,1,25,0.34782608695652173
121,4,1,27,0.34782608695652173
122,4,1,29,0.34782608695652173
123,4,1,31,0.34782608695652173
124,4,1,33,0.34782608695652173
125,4,1,35,0.34782608695652173
126,4,2,9,0.4782608695652174
127,4,2,11,0.391304347826087
128,4,2,13,0.4782608695652174
129,4,2,15,0.4782608695652174
130,4,2,17,0.5217391304347826
131,4,2,19,0.43478260869565216
132,4,2,21,0.43478260869565216
133,4,2,23,0.43478260869565216
134,4,2,25,0.391304347826087
135,4,2,27,0.4782608695652174
136,4,2,29,0.43478260869565216
137,4,2,31,0.4782608695652174
138,4,2,33,0.4782608695652174
139,4,2,35,0.43478260869565216
