,Seed,Distance Type,K,Accuracy
0,0,1,9,0.6956521739130435
1,0,1,11,0.5652173913043478
2,0,1,13,0.6956521739130435
3,0,1,15,0.6521739130434783
4,0,1,17,0.6521739130434783
5,0,1,19,0.6521739130434783
6,0,1,21,0.6956521739130435
7,0,1,23,0.782608695652174
8,0,1,25,0.6521739130434783
9,0,1,27,0.5217391304347826
10,0,1,29,0.5217391304347826
11,0,1,31,0.6521739130434783
12,0,1,33,0.6086956521739131
13,0,1,35,0.5652173913043478
14,0,2,9,0.6956521739130435
15,0,2,11,0.6521739130434783
16,0,2,13,0.6956521739130435
17,0,2,15,0.6086956521739131
18,0,2,17,0.6521739130434783
19,0,2,19,0.6521739130434783
20,0,2,21,0.6956521739130435
21,0,2,23,0.6956521739130435
22,0,2,25,0.7391304347826086
23,0,2,27,0.6521739130434783
24,0,2,29,0.6956521739130435
25,0,2,31,0.6521739130434783
26,0,2,33,0.6956521739130435
27,0,2,35,0.7391304347826086
28,1,1,9,0.30434782608695654
29,1,1,11,0.43478260869565216
30,1,1,13,0.34782608695652173
31,1,1,15,0.391304347826087
32,1,1,17,0.391304347826087
33,1,1,19,0.391304347826087
34,1,1,21,0.391304347826087
35,1,1,23,0.34782608695652173
36,1,1,25,0.34782608695652173
37,1,1,27,0.43478260869565216
38,1,1,29,0.391304347826087
39,1,1,31,0.4782608695652174
40,1,1,33,0.43478260869565216
41,1,1,35,0.43478260869565216
42,1,2,9,0.43478260869565216
43,1,2,11,0.4782608695652174
44,1,2,13,0.391304347826087
45,1,2,15,0.5217391304347826
46,1,2,17,0.5217391304347826
47,1,2,19,0.5217391304347826
48,1,2,21,0.5652173913043478
49,1,2,23,0.5217391304347826
50,1,2,25,0.5652173913043478
51,1,2,27,0.5652173913043478
52,1,2,29,0.6521739130434783
53,1,2,31,0.6086956521739131
54,1,2,33,0.6086956521739131
55,1,2,35,0.6086956521739131
56,2,1,9,0.4782608695652174
57,2,1,11,0.5217391304347826
58,2,1,13,0.4782608695652174
59,2,1,15,0.43478260869565216
60,2,1,17,0.4782608695652174
