,Seed,Distance Type,K,Accuracy
0,0,1,9,0.9208174407241028
1,0,1,11,0.9200985024586793
2,0,1,13,0.9206969546476832
3,0,1,15,0.9189611147719302
4,0,1,17,0.919048907574498
5,0,1,19,0.9202562371812669
6,0,1,21,0.9195207663934929
7,0,1,23,0.918976476706072
8,0,1,25,0.9189664585758694
9,0,1,27,0.918348065605179
10,0,1,29,0.9178616756504769
11,0,1,31,0.9176696292700193
12,0,1,33,0.9180071722406247
13,0,1,35,0.917046854521945
14,0,2,9,0.9200640055215643
15,0,2,11,0.9187053905231685
16,0,2,13,0.9210782285151783
17,0,2,15,0.9202269500046276
18,0,2,17,0.9185720610858443
19,0,2,19,0.9182970432540054
20,0,2,21,0.9192504703522444
21,0,2,23,0.9181277054466059
22,0,2,25,0.9156266262177518
23,0,2,27,0.9151830785938256
24,0,2,29,0.9148750449556925
25,0,2,31,0.9159063943090757
26,0,2,33,0.9158580683978543
27,0,2,35,0.9154810440404205
28,1,1,9,0.9171092309720066
29,1,1,11,0.9197392826310096
30,1,1,13,0.9203317965833588
31,1,1,15,0.9250361327859463
32,1,1,17,0.9269866081472283
33,1,1,19,0.9276937988818186
34,1,1,21,0.9283983204231908
35,1,1,23,0.9272368551445082
36,1,1,25,0.9260529932446623
37,1,1,27,0.9263227225878566
38,1,1,29,0.9260927041841195
39,1,1,31,0.92664534648954
40,1,1,33,0.9272664353360244
41,1,1,35,0.9272127111552543
42,1,2,9,0.9069966530226301
43,1,2,11,0.9104260061815346
44,1,2,13,0.9133140347677781
45,1,2,15,0.9183431395073128
46,1,2,17,0.9172108977495903
47,1,2,19,0.9172611616234332
48,1,2,21,0.9170655032179063
49,1,2,23,0.9193966730552746
50,1,2,25,0.919143249848037
51,1,2,27,0.9181809530943505
52,1,2,29,0.9185556753100633
53,1,2,31,0.9209865597594501
54,1,2,33,0.9205910971495589
55,1,2,35,0.9213233056825473
56,2,1,9,0.9466578552950267
57,2,1,11,0.944603632566796
58,2,1,13,0.941687373584066
59,2,1,15,0.9410289257567943
60,2,1,17,0.9437752292916797
61,2,1,19,0.9435982329860019
62,2,1,21,0.9434105301346144
63,2,1,23,0.9434137757416634
64,2,1,25,0.9428314592105567
65,2,1,27,0.9425895653330523
66,2,1,29,0.9407488500780782
67,2,1,31,0.9398088634105162
68,2,1,33,0.9404180577365508
69,2,1,35,0.9409444332853375
70,2,2,9,0.9402981242513242
71,2,2,11,0.9422233074425985
72,2,2,13,0.9440290056879301
73,2,2,15,0.943744201920535
74,2,2,17,0.945764625187255
75,2,2,19,0.9420855001113517
76,2,2,21,0.9426175251755882
77,2,2,23,0.9418545299161455
78,2,2,25,0.9429262949619476
79,2,2,27,0.9406983982549718
80,2,2,29,0.9405784029940305
81,2,2,31,0.9415973408996431
82,2,2,33,0.9418044836475064
83,2,2,35,0.9409339983673048
84,3,1,9,0.8938512011480192
85,3,1,11,0.8924166963410205
86,3,1,13,0.8933930954637779
87,3,1,15,0.8918071479065582
88,3,1,17,0.8932136326399198
89,3,1,19,0.8926863673983843
90,3,1,21,0.8918171914895064
91,3,1,23,0.8914452880431109
92,3,1,25,0.89167126890003
93,3,1,27,0.8906183679556904
94,3,1,29,0.8922798638821982
