,Seed,Distance Type,K,Accuracy
0,0,1,9,0.92327869166016
1,0,1,11,0.9213632192202695
2,0,1,13,0.9229541703389287
3,0,1,15,0.9238033459310817
4,0,1,17,0.9219923944036532
5,0,1,19,0.922047510931472
6,0,1,21,0.920942012918978
7,0,1,23,0.9211710269822847
8,0,1,25,0.9176267909677346
9,0,1,27,0.9165562816014218
10,0,1,29,0.9170347035303782
11,0,1,31,0.9173351132942752
12,0,1,33,0.9180391727598025
13,0,1,35,0.9182309169914933
14,0,2,9,0.9132358206774617
15,0,2,11,0.9163936251964818
16,0,2,13,0.9205961173282423
17,0,2,15,0.9181994935260956
18,0,2,17,0.91603549559105
19,0,2,19,0.9178230060623626
20,0,2,21,0.917005818576134
21,0,2,23,0.9164492640927947
22,0,2,25,0.917271360256726
23,0,2,27,0.9167541504602231
24,0,2,29,0.9181607886836306
25,0,2,31,0.9179960623056543
26,0,2,33,0.918178285320019
27,0,2,35,0.9169831859822366
28,1,1,9,0.917465504180461
29,1,1,11,0.9170686321281479
30,1,1,13,0.9213718462857707
31,1,1,15,0.9220645975970377
32,1,1,17,0.9252397445923033
33,1,1,19,0.92721271657411
34,1,1,21,0.9249430394226011
35,1,1,23,0.926720213840327
36,1,1,25,0.925063357223501
37,1,1,27,0.9250498188397221
38,1,1,29,0.9255910641587686
39,1,1,31,0.9266151999288587
40,1,1,33,0.9257915796483147
41,1,1,35,0.9263495235970575
42,1,2,9,0.9115546600119708
43,1,2,11,0.9097862090648382
44,1,2,13,0.913594973607132
45,1,2,15,0.9150023598616129
46,1,2,17,0.9192607461978046
47,1,2,19,0.9180260224858285
48,1,2,21,0.918386823084879
49,1,2,23,0.9183926978958855
50,1,2,25,0.9192233874479186
51,1,2,27,0.9187610714467608
52,1,2,29,0.9204393752492548
53,1,2,31,0.920378655093875
54,1,2,33,0.9193409636955228
55,1,2,35,0.9191569164963517
56,2,1,9,0.9459628443487595
57,2,1,11,0.9455766925391514
58,2,1,13,0.946412026493134
59,2,1,15,0.9457907431611204
60,2,1,17,0.9435750291354182
61,2,1,19,0.9421581014882972
62,2,1,21,0.9421898788679417
63,2,1,23,0.9413020571480036
64,2,1,25,0.9404832520634866
65,2,1,27,0.9408341070613213
66,2,1,29,0.9406967712927252
67,2,1,31,0.9422739304793082
68,2,1,33,0.9425300172867396
69,2,1,35,0.9420416359592075
70,2,2,9,0.9381304774031274
71,2,2,11,0.9424165268169847
72,2,2,13,0.9424160350432808
73,2,2,15,0.9454492108618934
74,2,2,17,0.9450867805730757
75,2,2,19,0.9431586342273255
76,2,2,21,0.9419477431982217
77,2,2,23,0.9398008398137228
78,2,2,25,0.9397286766757837
79,2,2,27,0.9412679912415954
80,2,2,29,0.9424403948319181
81,2,2,31,0.941525497041713
82,2,2,33,0.9411141605426804
83,2,2,35,0.9411307423811586
84,3,1,9,0.8934992042255722
85,3,1,11,0.89488988255732
86,3,1,13,0.8936360167945847
87,3,1,15,0.894597711320912
88,3,1,17,0.8951330437094814
89,3,1,19,0.8937754351642435
90,3,1,21,0.8934988060633394
91,3,1,23,0.8944081480267639
92,3,1,25,0.8922358105697236
93,3,1,27,0.8929468647952689
94,3,1,29,0.8910762624416629
95,3,1,31,0.890386729437772
96,3,1,33,0.8909467182498062
97,3,1,35,0.8909106529045736
98,3,2,9,0.8967308535496595
99,3,2,11,0.8992341684256451
100,3,2,13,0.896469839124231
101,3,2,15,0.8960525474652669
102,3,2,17,0.89613401517578
103,3,2,19,0.896545036068506
104,3,2,21,0.8978210664135583
105,3,2,23,0.8984787138358475
106,3,2,25,0.8992582240560697
107,3,2,27,0.8977226489665896
108,3,2,29,0.896757279321028
109,3,2,31,0.8972985992513911
110,3,2,33,0.8966706043205248
111,3,2,35,0.896282135903927
112,4,1,9,0.9244079970173548
113,4,1,11,0.924042941700067
114,4,1,13,0.9240471953083171
115,4,1,15,0.9247826680369772
116,4,1,17,0.9271330231658281
117,4,1,19,0.9274542315110592
118,4,1,21,0.9274035859905901
119,4,1,23,0.9280323136572279
120,4,1,25,0.92926037231494
121,4,1,27,0.9282978746751575
122,4,1,29,0.9273085897007313
123,4,1,31,0.9281865349014968
124,4,1,33,0.9290068680988065
125,4,1,35,0.9300342116107102
126,4,2,9,0.922290319907048
127,4,2,11,0.9244338960207038
128,4,2,13,0.9245076747990248
129,4,2,15,0.9257453161498267
