,Seed,Distance Type,K,Accuracy
0,0,1,9,0.9182897516534941
1,0,1,11,0.9216871281904235
2,0,1,13,0.9226221189583914
3,0,1,15,0.9249965986978879
4,0,1,17,0.925796452843832
5,0,1,19,0.923907232535527
6,0,1,21,0.9207221723074818
7,0,1,23,0.9195331134464757
8,0,1,25,0.9182952902537088
9,0,1,27,0.918170745455559
10,0,1,29,0.9163528541501583
11,0,1,31,0.9180047080192392
12,0,1,33,0.917919937138425
13,0,1,35,0.917986544355062
14,0,2,9,0.9209290399544771
15,0,2,11,0.9228649154097744
16,0,2,13,0.9250349116971747
17,0,2,15,0.9228476497229466
18,0,2,17,0.920651618057344
19,0,2,19,0.9200671894012752
20,0,2,21,0.9186519996704982
21,0,2,23,0.9166140282376745
22,0,2,25,0.9186101634256201
23,0,2,27,0.9177957781822945
24,0,2,29,0.9181209643121876
25,0,2,31,0.91792258210588
26,0,2,33,0.9174637971401333
27,0,2,35,0.9189782093259645
28,1,1,9,0.9222895814835337
29,1,1,11,0.926323555005183
30,1,1,13,0.9270440180373821
31,1,1,15,0.9246592053336642
32,1,1,17,0.9269968244799958
33,1,1,19,0.9229261785033928
34,1,1,21,0.9262582490281149
35,1,1,23,0.9275854089680845
36,1,1,25,0.9276834079373155
37,1,1,27,0.9281626022489996
38,1,1,29,0.9284764652810158
39,1,1,31,0.9276731536412897
40,1,1,33,0.9270760587470894
41,1,1,35,0.9269704413793092
42,1,2,9,0.9131818139292566
43,1,2,11,0.9180581854314076
44,1,2,13,0.9180219583509406
45,1,2,15,0.9179957315393653
46,1,2,17,0.9184599299938039
47,1,2,19,0.9185948009946745
48,1,2,21,0.9196224819837415
49,1,2,23,0.9213475795715336
50,1,2,25,0.9225768720989204
51,1,2,27,0.92224709249329
52,1,2,29,0.9226017946541338
53,1,2,31,0.922635175198972
54,1,2,33,0.9231465530571547
55,1,2,35,0.9219390169748015
56,2,1,9,0.9420878818022933
57,2,1,11,0.9417883105583986
58,2,1,13,0.9427310864901274
59,2,1,15,0.9424146580567536
60,2,1,17,0.9415822945862302
61,2,1,19,0.9432771383039248
62,2,1,21,0.9434403379568963
63,2,1,23,0.9417773081823467
64,2,1,25,0.9407094598489031
65,2,1,27,0.9409578319759697
66,2,1,29,0.9412754333871436
67,2,1,31,0.9412113145002806
68,2,1,33,0.9394805509329247
69,2,1,35,0.9391596928001935
70,2,2,9,0.9388594508145667
71,2,2,11,0.941113183823564
72,2,2,13,0.9438184898985833
73,2,2,15,0.9443113774874711
74,2,2,17,0.9457303931757215
75,2,2,19,0.9446196567195991
76,2,2,21,0.9453408112678666
77,2,2,23,0.9429769609556901
78,2,2,25,0.940581562277653
79,2,2,27,0.940908972530557
80,2,2,29,0.9395976720279594
81,2,2,31,0.9396959425871694
82,2,2,33,0.941261314582986
83,2,2,35,0.9425454223621218
84,3,1,9,0.8897358007830584
85,3,1,11,0.8912865886662706
86,3,1,13,0.8938150794984507
87,3,1,15,0.8949386062468969
88,3,1,17,0.8939688195091561
89,3,1,19,0.8933900562472149
90,3,1,21,0.8922912629932774
91,3,1,23,0.8927949667613589
92,3,1,25,0.8922672632625451
93,3,1,27,0.891724329494869
