,Seed,Distance Type,K,Accuracy
0,0,1,9,0.9210346034425452
1,0,1,11,0.9215267122113483
2,0,1,13,0.9192787528049011
3,0,1,15,0.9182625808096568
4,0,1,17,0.920714481677834
5,0,1,19,0.9192405200950561
6,0,1,21,0.918745864714615
7,0,1,23,0.9183410526459582
8,0,1,25,0.9193024688264739
9,0,1,27,0.9184574626503469
10,0,1,29,0.9171022603306332
11,0,1,31,0.9183719863789205
12,0,1,33,0.9180601205935299
13,0,1,35,0.9183387850761712
14,0,2,9,0.920795477711064
15,0,2,11,0.9207379120967526
16,0,2,13,0.919147964118179
17,0,2,15,0.9167603390186159
18,0,2,17,0.9168382456525674
19,0,2,19,0.9176060057948362
20,0,2,21,0.9176431930937059
21,0,2,23,0.9151175963291784
22,0,2,25,0.9140372340718821
23,0,2,27,0.9150944218769241
24,0,2,29,0.9145042956938576
25,0,2,31,0.9152511549826469
26,0,2,33,0.9160520655731834
27,0,2,35,0.9149414640397464
28,1,1,9,0.9193250843416937
29,1,1,11,0.9219495510229347
30,1,1,13,0.9231558260911307
31,1,1,15,0.9257206715743903
32,1,1,17,0.9269037064632135
33,1,1,19,0.9273959637436642
34,1,1,21,0.9266831017146435
35,1,1,23,0.9268142195563194
36,1,1,25,0.9268099894356566
37,1,1,27,0.9264816190762967
38,1,1,29,0.9255333280676687
39,1,1,31,0.9263774356305999
40,1,1,33,0.9256413885042024
41,1,1,35,0.9255141683933819
42,1,2,9,0.9031664680384174
43,1,2,11,0.9099172409580139
44,1,2,13,0.9140800595969388
45,1,2,15,0.9144085120525736
46,1,2,17,0.915222927785121
47,1,2,19,0.9150500006287613
48,1,2,21,0.9172318608215477
49,1,2,23,0.91791152231069
50,1,2,25,0.9202736370449287
51,1,2,27,0.9197641172397218
52,1,2,29,0.9196538654036397
53,1,2,31,0.9212776771557298
54,1,2,33,0.920676376738311
55,1,2,35,0.9212274954295515
56,2,1,9,0.9400117986000878
57,2,1,11,0.9421680416492854
58,2,1,13,0.9455533086719076
59,2,1,15,0.943144874051977
60,2,1,17,0.945362105571131
61,2,1,19,0.9436709196619827
62,2,1,21,0.9424860355711011
63,2,1,23,0.9418337664611036
64,2,1,25,0.9419492576368376
65,2,1,27,0.9412613567196988
66,2,1,29,0.9412883828717583
67,2,1,31,0.9411995548730595
68,2,1,33,0.9412878959738934
69,2,1,35,0.9417989515324491
70,2,2,9,0.9436976594197768
71,2,2,11,0.9415090674751605
72,2,2,13,0.9413974363329075
73,2,2,15,0.9422184759481597
74,2,2,17,0.9413159177547881
75,2,2,19,0.9416984242018841
76,2,2,21,0.9437471247155974
77,2,2,23,0.9414443076493206
78,2,2,25,0.9411000858247236
79,2,2,27,0.9423051263207117
80,2,2,29,0.9424468278090046
81,2,2,31,0.9417587696933986
82,2,2,33,0.9422624549893418
83,2,2,35,0.9418915535288896
84,3,1,9,0.8945514314928747
85,3,1,11,0.8919091140583243
86,3,1,13,0.8924569721078397
87,3,1,15,0.8930797865484174
88,3,1,17,0.8904462191761173
89,3,1,19,0.8908593081388027
90,3,1,21,0.8904076934374465
91,3,1,23,0.8890438662374535
92,3,1,25,0.8900483606540047
93,3,1,27,0.8905749185177498
94,3,1,29,0.8896710731122677
95,3,1,31,0.8897845999307272
96,3,1,33,0.8919591622132444
97,3,1,35,0.892884657522433
98,3,2,9,0.8950700610382458
99,3,2,11,0.8944585758958403
100,3,2,13,0.8937786603084519
101,3,2,15,0.8952707355516807
102,3,2,17,0.8965428265026908
103,3,2,19,0.8971400464661791
104,3,2,21,0.898197814734649
105,3,2,23,0.8984357246637894
106,3,2,25,0.8978921801651814
107,3,2,27,0.897260093609989
108,3,2,29,0.8958566799728395
109,3,2,31,0.8958996142937921
110,3,2,33,0.8968213853072718
111,3,2,35,0.896745957492051
112,4,1,9,0.9195185245982936
113,4,1,11,0.9250766773001995
114,4,1,13,0.9253181276232069
115,4,1,15,0.9275785049377933
116,4,1,17,0.9299778301409051
117,4,1,19,0.927955915177107
118,4,1,21,0.9284783254072169
119,4,1,23,0.9283233690656227
120,4,1,25,0.9291799846761201
121,4,1,27,0.9296224865265721
122,4,1,29,0.9295085065974741
123,4,1,31,0.9301361988736226
124,4,1,33,0.9299848696525639
125,4,1,35,0.9311216099551847
126,4,2,9,0.9237574913498171
127,4,2,11,0.9251045617335509
128,4,2,13,0.9238206247678783
129,4,2,15,0.9302079297312879
130,4,2,17,0.928493507008303
131,4,2,19,0.9297872549829154
132,4,2,21,0.928401591069205
133,4,2,23,0.9263733712659502
134,4,2,25,0.9259215282046019
135,4,2,27,0.9245384017023789
136,4,2,29,0.925800462811409
137,4,2,31,0.9258010182754034
138,4,2,33,0.9255517594082627
139,4,2,35,0.9249706133226681
140,5,1,9,0.9066631952272793
141,5,1,11,0.9078316373541403
142,5,1,13,0.9121059258444706
143,5,1,15,0.9108797525746376
144,5,1,17,0.9124796839267049
145,5,1,19,0.9112925209610508
146,5,1,21,0.9138145032448606
147,5,1,23,0.9142197775490422
148,5,1,25,0.9140695401692164
149,5,1,27,0.9137619711902325
150,5,1,29,0.9109709491544982
151,5,1,31,0.9121364760831203
152,5,1,33,0.9119616025293198
153,5,1,35,0.9125316984870935
154,5,2,9,0.9152924661790083
155,5,2,11,0.9200787347609424
156,5,2,13,0.9194099930801313
157,5,2,15,0.9159869085248625
158,5,2,17,0.9165788098959434
159,5,2,19,0.9146532422774227
160,5,2,21,0.9143806563641936
161,5,2,23,0.9141019251765417
162,5,2,25,0.9151472337022623
163,5,2,27,0.9140390835693665
164,5,2,29,0.9127263787546195
165,5,2,31,0.9143946768932933
166,5,2,33,0.9119330371330114
167,5,2,35,0.9125472876414303
168,6,1,9,0.9203347690388098
169,6,1,11,0.9240299696798379
170,6,1,13,0.9257091450053735
171,6,1,15,0.9249562519048894
172,6,1,17,0.925133929341429
173,6,1,19,0.9258458250376426
174,6,1,21,0.9266194636507308
175,6,1,23,0.9257634313752416
176,6,1,25,0.9277312103523778
177,6,1,27,0.9276780219073252
178,6,1,29,0.9274219680767523
179,6,1,31,0.9281170985705134
180,6,1,33,0.9274769229840152
181,6,1,35,0.9289149608269341
182,6,2,9,0.913825209624517
183,6,2,11,0.9147413219358499
184,6,2,13,0.9143736293143169
185,6,2,15,0.915346585928303
186,6,2,17,0.9171149050336574
187,6,2,19,0.9189091695048834
188,6,2,21,0.9216738615963339
189,6,2,23,0.9242616636420442
190,6,2,25,0.9247536316796129
191,6,2,27,0.9242886782859376
192,6,2,29,0.9268283764131289
193,6,2,31,0.9275727408427986
194,6,2,33,0.927330985290688
195,6,2,35,0.9281038194934447
196,7,1,9,0.899332609137977
197,7,1,11,0.8933394558464102
198,7,1,13,0.8929861652609763
199,7,1,15,0.8932095159601248
200,7,1,17,0.893522892386934
201,7,1,19,0.8963530139336591
202,7,1,21,0.8970169329507521
203,7,1,23,0.8973985914960043
204,7,1,25,0.8980618369257415
205,7,1,27,0.8975437649757106
206,7,1,29,0.8987071717830549
207,7,1,31,0.9003613479286249
208,7,1,33,0.9013728740944944
209,7,1,35,0.9004291300717198
210,7,2,9,0.9016607623855986
211,7,2,11,0.9003294249622793
212,7,2,13,0.9013627698830547
213,7,2,15,0.8985051326930155
214,7,2,17,0.8968114504086984
215,7,2,19,0.8963483124852928
216,7,2,21,0.8972619565639223
217,7,2,23,0.8981709636360711
218,7,2,25,0.8986271877702517
219,7,2,27,0.8985094904168992
220,7,2,29,0.8977555442493413
221,7,2,31,0.8989444036425259
222,7,2,33,0.89805839530777
223,7,2,35,0.897426158751016
224,8,1,9,0.9225469522140988
225,8,1,11,0.926748546595277
226,8,1,13,0.9237702746880396
227,8,1,15,0.9225881964958971
228,8,1,17,0.9191489172638257
229,8,1,19,0.9178282051391599
230,8,1,21,0.9181547069994341
231,8,1,23,0.9176158353456761
232,8,1,25,0.9155264693563383
233,8,1,27,0.9152983047171072
234,8,1,29,0.9161777495820914
235,8,1,31,0.9155966839075139
236,8,1,33,0.9168302805742208
237,8,1,35,0.9176892204098088
238,8,2,9,0.9219623211935172
239,8,2,11,0.9172012454922923
240,8,2,13,0.920166644053652
241,8,2,15,0.9193194849432585
242,8,2,17,0.9190207208397237
243,8,2,19,0.9199271109313779
244,8,2,21,0.9192976460015724
245,8,2,23,0.9187824109297686
246,8,2,25,0.9175534261874507
247,8,2,27,0.9159904445459878
248,8,2,29,0.9173040833018741
249,8,2,31,0.9188133267142662
250,8,2,33,0.9189375762852141
251,8,2,35,0.9189498089784425
252,9,1,9,0.9263606116945414
253,9,1,11,0.9247401047109622
254,9,1,13,0.9301984285501174
255,9,1,15,0.9294200259897112
256,9,1,17,0.9322878826446122
257,9,1,19,0.9328164563504961
258,9,1,21,0.9325599306363408
259,9,1,23,0.9328314187744258
260,9,1,25,0.9332739884950266
261,9,1,27,0.934453327250908
262,9,1,29,0.9335674765043022
263,9,1,31,0.9337584498945588
264,9,1,33,0.9334838517438788
265,9,1,35,0.9342864325824322
266,9,2,9,0.9320084267503279
267,9,2,11,0.9333520379144354
268,9,2,13,0.9326481628252917
269,9,2,15,0.9309013914685795
270,9,2,17,0.9322649634287583
271,9,2,19,0.9326945878910048
272,9,2,21,0.9342277984208818
273,9,2,23,0.9356616478720473
274,9,2,25,0.9349228770365938
275,9,2,27,0.9349496555859412
276,9,2,29,0.9354978891471706
277,9,2,31,0.9358061274668732
278,9,2,33,0.9351645888429612
279,9,2,35,0.9343775894436898
