,Seed,Distance Type,K,Accuracy
0,0,1,9,0.881008692278443
1,0,1,11,0.8806288025301126
2,0,1,13,0.880142550440803
3,0,1,15,0.8825262393863775
4,0,1,17,0.8825219186269604
5,0,1,19,0.8809525701251154
6,0,1,21,0.880974654379574
7,0,1,23,0.8792825513313668
8,0,1,25,0.8808872852775295
9,0,1,27,0.8798359855637956
10,0,1,29,0.8796137622129446
11,0,1,31,0.8780517516865626
12,0,1,33,0.8781907698733034
13,0,1,35,0.8790460194096662
14,0,2,9,0.8795678948997782
15,0,2,11,0.880545732501828
16,0,2,13,0.8826663167447023
17,0,2,15,0.8801169347843052
18,0,2,17,0.8792488511825125
19,0,2,19,0.8790589960509609
20,0,2,21,0.8831122106286418
21,0,2,23,0.8824140927085827
22,0,2,25,0.8824641019754291
23,0,2,27,0.8823862812317198
24,0,2,29,0.8821504913809343
25,0,2,31,0.8819943629189468
26,0,2,33,0.8817268332267127
27,0,2,35,0.8822407188262977
28,1,1,9,0.9081126770754564
29,1,1,11,0.9107233616056254
30,1,1,13,0.9074992615939109
31,1,1,15,0.9044503131218447
32,1,1,17,0.9032359232592991
33,1,1,19,0.9024450893004833
34,1,1,21,0.9036209143690865
35,1,1,23,0.9051939443513556
36,1,1,25,0.9044519498220677
37,1,1,27,0.9056807364090054
38,1,1,29,0.9066645229281012
39,1,1,31,0.906476722112118
40,1,1,33,0.9064874880422621
41,1,1,35,0.9063573222321328
42,1,2,9,0.910906408967896
43,1,2,11,0.9110788026133576
44,1,2,13,0.9069331639159882
45,1,2,15,0.9049629532157443
46,1,2,17,0.9036416445533897
47,1,2,19,0.9044747935315611
48,1,2,21,0.9057081995821632
49,1,2,23,0.9063048186876117
50,1,2,25,0.9071118768854431
51,1,2,27,0.9078383873126024
52,1,2,29,0.9068763244233444
53,1,2,31,0.9056902908760227
54,1,2,33,0.9060583593312298
55,1,2,35,0.9067253083120983
56,2,1,9,0.8959531975981906
57,2,1,11,0.8968859723131758
58,2,1,13,0.8955375216992911
59,2,1,15,0.8967639450650067
60,2,1,17,0.899007216188238
61,2,1,19,0.8989857366171856
62,2,1,21,0.8975244427873501
63,2,1,23,0.8999190748205027
64,2,1,25,0.9002176929693959
65,2,1,27,0.8996771525177109
66,2,1,29,0.8990976802815129
67,2,1,31,0.8997285262503204
68,2,1,33,0.8984307588774362
69,2,1,35,0.8997037794882196
70,2,2,9,0.9002201707126342
71,2,2,11,0.9028128769418522
72,2,2,13,0.8996439832876577
73,2,2,15,0.9008568323772974
74,2,2,17,0.9008093633119737
75,2,2,19,0.9025404082074331
76,2,2,21,0.9030893243000314
77,2,2,23,0.9005658683566251
78,2,2,25,0.8998904428133647
79,2,2,27,0.899147117662253
80,2,2,29,0.8994670661936819
81,2,2,31,0.8999844383957386
82,2,2,33,0.9012704976876408
83,2,2,35,0.9025353654668367
84,3,1,9,0.9031062776322527
85,3,1,11,0.9020858209078375
86,3,1,13,0.9001306473243021
87,3,1,15,0.8997235259793824
