0,4631,1533,23977,14710,0,10330,2960,2428,2588,7847,1107,6550,234,2072,993,10868,1778,5560,0,2098,55,3980,10527,13524,16673,3162,3273,16760,14540,8438,6379,471,229,3922,20178,63,1224,2435,13602,0,2832,8,13,0,4451,0,498,0,417,0,5731,1871,804,267,765,0,914,6369,7296,4017,2570,1030,4834,0,9,879,1,0,0,
0,0,0,1454,25,0,1,2938,5961,6190,117,1853,0,312,0,6496,1,1465,0,0,0,71,111,127,2362,1815,0,0,1872,2042,11506,5305,0,0,3849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,1704,11133,0,0,0,0,0,0,0,682,0,32,0,0,17,1533,0,2440,0,0,1562,0,0,1205,2958,9073,0,0,0,24,0,0,6983,0,7072,4042,9519,0,0,0,0,0,0,0,510,0,0,0,0,0,3307,792,1782,0,0,785,226,135,203,3401,9155,0,0,0,6,0,0,
0,0,0,0,7119,0,2693,111,814,91,1382,468,1584,20,724,80,2590,269,9542,0,1125,32,1610,7765,12217,7799,192,4700,23596,7696,1805,1947,351,0,1605,6783,55,1123,2064,6201,0,806,3,2,0,1045,0,208,0,0,0,1046,1735,455,299,119,0,259,4450,4815,590,0,383,5213,0,4,238,6,0,0,
0,0,0,0,0,0,254,4,0,0,2887,0,1288,0,131,0,999,197,1530,0,2724,0,0,13936,1414,2749,2176,2927,13608,1900,120,22,27,0,290,21171,0,7645,6344,24966,0,431,0,0,0,2129,0,510,0,23,0,796,1973,3444,804,1869,0,102,11512,8756,1878,1411,3565,16270,0,0,143,6,0,0,
0,0,0,0,0,0,0,0,48,0,411,1410,0,60,0,0,0,0,0,0,0,1348,0,0,0,1166,0,0,0,1665,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,954,0,97,492,0,0,93,0,40,5954,0,0,0,0,0,0,292,65,4937,0,0,2658,5760,840,0,0,185,0,3351,0,0,1029,254,0,5414,126,6,0,0,0,0,0,0,0,6477,2,0,0,0,0,824,254,2134,4054,0,0,43,0,1,783,0,0,0,
0,0,0,0,0,0,0,0,1289,8335,44,4513,0,9838,0,3363,5028,0,0,0,0,652,0,4,59,146,0,0,117,137,6067,11,0,526,1027,63,0,0,0,4,0,25,18,0,0,16,0,0,183,0,0,57,0,0,0,0,0,2,4,8,49,0,0,0,0,0,1,0,0,0,
0,0,0,0,0,0,0,0,0,1408,700,4978,0,1830,0,2175,0,2631,0,0,0,2197,233,254,2435,5456,0,0,1222,9427,3949,8672,0,0,1718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,38,837,0,1390,0,9504,155,289,0,0,0,2,48,0,173,310,0,0,95,456,8669,858,0,715,1978,55,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,33,0,0,0,0,0,1,0,1,25,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,335,87,594,89,1,1107,1986,0,0,0,547,0,3071,1352,8946,141,0,1394,3492,153,209,0,0,0,824,0,0,10,792,0,118,0,0,0,404,0,0,0,0,0,145,77,0,0,0,0,2,150,160,516,44,0,91,0,0,3,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,6166,0,930,0,197,0,0,0,3067,24,8,541,898,0,0,575,1549,1317,675,0,0,917,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4719,0,0,0,2155,1955,2725,0,0,0,0,16,3295,4355,2032,0,0,0,1316,245,0,1863,0,496,519,1106,0,0,0,0,0,63,0,350,0,342,0,0,0,429,78,385,0,0,0,0,0,1354,550,584,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1413,0,0,0,0,2140,0,0,4,334,0,0,20,439,266,3,0,0,215,0,0,0,0,0,0,0,36,0,0,0,59,0,1279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726,0,442,0,0,0,0,0,1313,1493,1250,0,0,0,1122,28,0,63,0,0,0,4,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,1,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,879,0,0,0,0,48,0,437,872,0,0,86,1131,7600,1771,0,566,925,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1492,912,576,0,0,806,1222,415,0,0,0,0,3673,49,0,186,1069,0,668,2,13,0,836,0,0,15,0,0,2849,440,19,0,0,0,320,982,1532,988,0,0,544,0,4,308,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2055,3386,7768,6599,0,0,4053,6550,618,4786,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,32,0,77,22,0,0,0,107,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3484,0,887,22,2607,0,204,6130,5622,0,74,0,352,0,0,1450,0,1316,1372,1471,0,0,0,0,0,0,0,64,0,0,0,0,0,1336,106,370,0,0,0,19,0,2,1252,1513,0,0,0,1,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1104,0,0,0,0,0,0,1503,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1405,5884,2985,0,0,0,275,0,0,1815,0,1451,1427,1802,0,0,0,0,0,0,0,61,0,0,0,0,0,1345,115,1004,0,0,0,0,70,318,1598,1793,0,0,0,1,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,1125,0,0,39,2085,50,36,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10343,812,0,61,1610,4882,79,6574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,51,0,0,0,2,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4401,4396,0,0,10195,2386,252,214,0,0,291,9566,19,371,1869,10716,0,260,0,0,0,1439,0,0,0,0,0,774,2005,0,0,0,0,102,9973,7805,791,0,0,7009,0,0,143,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3944,0,154,12520,7285,2530,10555,0,0,1247,739,34,0,102,650,0,0,0,0,0,372,0,0,0,0,0,16,559,8,0,0,0,50,624,633,0,0,0,624,0,1,19,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,4081,26631,951,4196,0,0,39,2752,0,0,415,2112,2,1449,0,0,0,310,0,0,0,3,0,1449,443,0,0,0,0,327,1362,1941,1427,62,0,702,32,0,311,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1699,2466,0,0,0,90,0,0,2502,0,54,42,1165,0,0,0,0,0,335,0,307,0,388,0,0,0,16,0,104,0,0,0,0,10,2247,95,155,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9235,0,0,0,635,0,0,2067,0,1856,1920,2078,0,0,0,0,0,0,0,80,0,0,0,0,0,1962,183,638,0,0,0,26,0,25,1786,2149,0,0,0,3,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4371,2100,3491,941,0,1366,9254,0,4675,3248,11397,0,806,3,0,0,108,0,108,0,0,0,843,438,1624,159,743,0,118,5170,3193,649,333,1865,11533,0,0,116,17,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1362,9134,0,0,81,2176,0,0,227,1398,2,1782,6,0,0,190,0,0,0,0,0,1993,501,0,0,0,0,296,1213,1645,1333,0,0,690,123,0,212,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3950,0,697,4935,161,0,0,0,12,0,85,0,0,0,46,0,0,0,0,0,158,0,0,0,0,0,11,10,32,101,0,0,0,0,0,10,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,406,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,39,94,0,0,0,0,0,64,0,0,0,0,0,0,86,0,0,0,0,0,86,83,0,0,0,86,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6082,5969,17908,27777,0,6731,3302,3116,3428,8344,1430,5511,1013,935,1391,11447,2443,8288,3626,3948,442,4890,13312,23276,19796,2773,6439,19834,1112,6151,7919,162,331,3364,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4466,6384,5238,136,1659,0,1600,0,3768,45,268,0,0,0,984,59,39,165,1946,0,0,84,1897,7172,4640,0,0,3387,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3645,8598,0,0,0,0,0,0,0,328,0,0,0,0,0,3380,587,1671,0,0,1386,198,134,169,3822,9713,0,0,0,3,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7139,0,2106,0,0,0,1988,0,1667,0,0,0,1694,1204,7090,2206,2605,0,1169,3308,13702,4653,183,8890,18530,0,0,959,8,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,0,2,0,5851,0,1038,0,285,0,958,2921,3775,982,2029,0,110,14610,10645,5178,1699,4258,19096,61,0,245,34,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,1333,0,26,0,0,0,0,0,0,0,954,0,0,0,623,0,0,0,1334,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,0,215,207,0,5,0,0,15,9435,0,0,0,0,0,1305,470,3766,8430,0,0,404,0,33,1171,0,480,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2674,9168,165,7467,0,11327,0,2383,2945,0,0,0,0,4499,5,0,5,904,0,0,0,517,5105,268,0,376,464,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1467,353,3690,0,2884,0,702,14,540,0,0,0,2323,130,59,293,5429,0,0,215,11788,1869,6828,0,0,1331,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,2406,0,1417,0,5047,179,0,0,0,0,880,13,0,14,57,0,0,0,107,6147,441,0,434,836,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,138,794,64,0,1039,3698,16,0,0,386,49,4456,4199,6112,205,0,3568,887,6,694,0,0,13,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5073,0,118,5,5,0,0,0,5937,4,2,8,1730,0,0,3,2278,1161,207,0,0,437,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3135,0,0,0,817,3646,1183,0,0,0,10,105,1128,3148,1372,0,0,0,1875,806,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1042,0,0,0,0,5217,7,0,7,1920,0,0,0,1035,717,403,0,0,343,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,1433,449,196,0,0,0,1032,211,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,79,12,0,13,30,0,0,0,121,3556,882,0,253,540,
