0,3254,2516,11719,15031,0,5463,682,1446,3637,6483,1246,4777,226,416,1524,9789,6551,4975,0,3476,1068,4394,9584,22905,6078,3495,1667,10178,2996,8045,6976,0,3,3879,14262,311,571,36,11231,0,1452,0,5,1,2789,0,71,17,645,0,1842,4074,16,0,16,0,15,2931,2336,480,2215,30,153,42,0,469,0,0,0
0,0,0,0,173,0,0,1346,4015,5926,378,1904,0,254,0,3030,0,529,0,0,0,0,285,0,774,966,0,0,0,1509,8105,3616,0,0,3978,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5815,10293,0,0,0,0,0,154,0,66,0,0,0,0,0,4220,0,3504,0,79,3714,161,0,1616,4672,9192,0,0,0,0,0,0,4749,0,3744,2615,8515,0,0,0,0,0,0,0,41,0,0,0,0,98,872,0,933,0,0,2817,2317,0,1398,1542,4015,0,0,0,0,0,0
0,0,0,0,7275,0,719,0,0,0,626,0,391,0,0,0,669,356,7423,0,1505,0,1938,4899,10162,1021,792,5544,19031,624,59,345,0,0,0,3856,10,1870,1915,5920,0,49,0,0,0,0,0,41,0,0,0,10,49,702,0,760,0,0,1841,1679,10,737,1176,2121,0,0,0,0,0,0
0,0,0,0,0,0,4,4,137,124,4196,162,1164,124,0,0,300,5463,4044,0,3894,434,88,15305,2783,1482,2638,3344,11685,417,173,366,0,0,0,17196,100,4070,3548,22377,0,0,0,4,0,1998,0,41,0,37,0,147,4902,967,0,1033,0,0,9535,6826,410,2192,1728,7536,41,0,461,0,0,0
0,0,0,0,0,0,0,0,347,0,0,1862,0,5,0,0,0,0,0,0,0,1152,0,0,0,553,0,0,0,1306,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,178,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,413,0,27,14,0,0,0,0,0,5455,22,0,0,0,0,0,1194,3081,884,0,0,1672,452,170,0,0,92,219,430,50,0,0,0,0,3306,10,0,5,12,0,0,0,0,0,2537,0,0,0,0,0,17,0,0,137,0,0,0,0,0,8,0,0,0
0,0,0,0,0,0,0,0,59,6713,146,3881,0,6332,0,1181,4527,12,0,0,0,1032,97,0,154,135,0,0,0,117,1756,177,0,59,383,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1546,750,4962,0,190,0,3076,0,826,0,0,0,1519,360,0,659,5254,0,0,0,8650,3782,5834,0,0,498,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,341,2477,0,1302,0,9609,0,309,0,0,0,267,203,0,554,567,0,0,0,692,8654,1716,0,48,2913,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,749,174,524,70,0,919,2282,32,0,4,810,0,3102,2053,4158,1,3,675,1567,433,906,0,0,0,1948,0,30,33,1797,0,0,0,4,0,1376,0,0,4,0,0,0,1081,19,0,19,0,0,450,430,402,20,28,52,41,0,227,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4103,0,1417,0,298,0,0,0,4801,117,0,339,2861,0,0,0,3035,1608,1797,0,0,415,1,0,0,0,0,46,0,0,0,0,0,101,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4355,0,0,0,550,1939,3629,0,58,22,184,0,5185,2182,339,0,160,0,1341,205,0,1411,0,0,0,654,0,0,0,0,0,87,0,284,0,977,0,0,0,0,0,0,0,0,0,0,38,1554,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030,0,0,0,0,2326,1,0,2,332,0,0,0,37,22,4,0,0,5,83,0,0,0,19,0,0,0,0,0,15,217,0,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,420,979,0,0,0,0,0,2196,1154,451,0,0,0,1827,120,0,14,0,0,0,1,0,0,0,0,0,0,0,7,0,370,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,15,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,10,54,0,117,61,0,0,0,358,8230,506,0,30,1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,814,0,313,3117,2372,0,0,1116,352,143,0,0,0,48,296,0,0,1,138,0,1825,9,0,0,14,0,0,14,0,0,2296,0,0,0,0,0,0,0,53,0,0,0,0,0,0,32,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2380,7568,8226,4010,0,0,2946,4606,777,2616,0,0,41,4049,1,0,0,4561,0,2,0,4,0,976,0,0,0,0,0,1,3408,0,0,0,0,2,1456,586,324,0,0,120,42,0,320,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5887,0,1613,27,3340,0,2934,5818,3887,0,26,112,15,0,0,1539,0,754,0,2778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908,0,29,0,0,0,0,0,0
